Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
asko keränen,65.37,570.0,66,EPF,2013-07-09,european masters powerlifting championships
audrius macijauskas,79.05,330.0,83,IPF,2023-11-13,world open equipped powerlifting championships
augustinas pimpe,90.05,630.0,93,EPF,2014-04-09,european sub-juniors & juniors championships
aurelien leujeune,141.76,945.0,120+,EPF,2013-09-13,western european powerlifting championships
aurimas artimavičius,82.63,722.5,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
austen zentner,104.75,717.5,105,IPF,2019-08-26,world juniors & sub-juniors championships
austin perkins #1,70.32,682.5,74,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
auðunn jónsson,119.82,962.5,120,IPF,2014-11-03,world powerlifting championships
auðunn jónsson,138.83,1050.0,120+,IPF,2012-11-10,world powerlifting championships
awlad thani al khattab,72.2,630.0,74,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
axel isberg,138.78,945.0,120+,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
aytan sarisoy,101.81,707.5,105,IPF,2019-08-26,world juniors & sub-juniors championships
azamat alymbek uulu,58.85,627.5,59,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
azar mengniazov,73.9,617.5,74,EPF,2015-04-07,european sub-junior & junior powerlifting championships
aziz farooqi,58.66,545.0,59,IPF,2019-08-26,world juniors & sub-juniors championships
baasandamba jadamba,65.0,300.0,66,IPF,2018-10-02,world masters powerlifting championships
badrakh doyod,102.2,580.0,105,IPF,2018-10-02,world masters powerlifting championships
bailey mckenzie,102.24,637.5,105,IPF,2023-08-24,world junior and sub-junior equipped championships
bakyt kerimbekov,101.45,720.0,105,IPF,2021-08-23,world juniors sub-juniors & masters championships
baljinnyam banchin,84.55,420.0,93,IPF,2018-10-02,world masters powerlifting championships
baljinnym munkh-ochir,72.0,712.5,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
barron henderson,119.3,867.5,120,IPF,2019-10-07,world masters powerlifting championships
barry antoniow,91.44,655.0,93,IPF,2022-10-08,world masters classic & equipped powerlifting championships
bartosz bebło,65.48,497.5,66,EPF,2019-05-04,european equipped powerlifting championships
bartosz jeziorny,79.6,540.0,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
bartosz tokarski,98.2,675.0,105,IPF,2018-09-03,world juniors & sub-juniors championships
bartosz tokarski,91.37,682.5,93,EPF,2018-05-06,european men's championships
bartłomiej molga,89.89,765.0,93,EPF,2022-05-03,european powerlifting championships
bartłomiej stania,58.7,532.5,59,IPF,2023-11-13,world open equipped powerlifting championships
bartłomiej tuszyński,134.79,647.5,120+,EPF,2019-05-04,european equipped powerlifting championships
bat-erdene shagdarsuren,72.25,505.0,74,IPF,2023-10-08,world masters classic & equipped powerlifting championships
batbileg otgonsuren,71.8,592.5,74,IPF,2024-10-05,world classic & equipped masters powerlifting championships
batchuluun gavaa,65.45,472.5,66,IPF,2023-10-08,world masters classic & equipped powerlifting championships
batsaikhan baljinnyam,72.95,620.0,74,IPF,2023-10-08,world masters classic & equipped powerlifting championships
battsengel bataa,92.57,687.5,93,IPF,2014-09-21,world masters powerlifting championships
batyrkhan makhmudov,65.86,510.0,66,IPF,2023-08-24,world junior and sub-junior equipped championships
batzul shagdarsuren,104.67,845.0,105,IPF,2016-11-14,world open championships
bayanmunkh dugersuren,65.7,545.0,66,IPF,2018-10-02,world masters powerlifting championships
bayar purev,73.45,312.5,74,IPF,2023-10-08,world masters classic & equipped powerlifting championships
bayaraa banzar,81.75,490.0,83,IPF,2018-10-02,world masters powerlifting championships
bayarbaatar batgerel,65.59,657.5,66,IPF,2015-11-09,world powerlifting championships
bayarbayasgalant tsolmon,64.45,502.5,66,IPF,2022-08-27,world junior equipped powerlifting championships
bayarkhuu tserendamba,127.14,780.0,120+,IPF,2017-10-01,world masters powerlifting championships
bedřich řechka,121.08,620.0,120+,EPF,2011-07-05,european masters powerlifting championships
ben banks,117.11,907.5,120,IPF,2012-11-10,world powerlifting championships
ben banks,120.15,870.0,120+,EPF,2013-05-07,european open powerlifting championships
ben boehm,59.55,262.5,66,IPF,2024-11-11,world open equipped powerlifting championships
ben feiereisen,90.76,565.0,93,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
ben hartley,64.76,510.0,66,IPF,2019-08-26,world juniors & sub-juniors championships
benedict bucarizza,116.3,885.0,120,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
benjamin afzal,87.5,787.5,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
benjamin burgess,82.55,697.5,83,EPF,2012-09-28,western european championships
benjamin coetsee,90.16,685.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
benjamin falgreen andersen,82.86,652.5,83,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
benjamin falgreen andersen,92.83,762.5,93,EPF,2023-05-02,european equipped powerlifting championships
benjamin loeper,134.95,817.5,120+,EPF,2011-06-11,european junior & sub-junior powerlifting championships
benjamin nevares,90.9,842.5,93,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
benjamin rowe,82.32,755.0,83,IPF,2017-10-01,world masters powerlifting championships
benoit angin,57.78,395.0,59,IPF,2018-10-02,world masters powerlifting championships
benoit carole,92.0,817.5,93,EPF,2013-09-13,western european powerlifting championships
bent hansen,58.62,372.5,59,IPF,2011-09-26,world masters powerlifting championships
berg rasmussen simon,92.44,705.0,93,EPF,2019-05-04,european equipped powerlifting championships
bernd meyer,120.46,640.0,120+,EPF,2011-07-05,european masters powerlifting championships
bernhard kotzot,82.44,720.0,83,EPF,2014-07-08,european masters powerlifting championships
bernhard skoglund,89.75,792.5,93,EPF,2011-06-11,european junior & sub-junior powerlifting championships
bernie mcgurk,65.8,645.5,66,EPF,2022-07-06,european masters equipped powerlifting championships
bernie mcgurk,73.25,662.5,74,IPF,2018-10-02,world masters powerlifting championships
bertrand couvercelle,81.55,635.0,83,EPF,2023-09-08,western european powerlifting championships
bilguun javkhlanbayar,106.12,625.0,120,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
bill clayton,82.08,527.5,83,IPF,2015-09-28,world masters powerlifting championships
bill clayton,83.5,385.0,93,IPF,2024-10-05,world classic & equipped masters powerlifting championships
bill helmich,103.54,612.5,105,IPF,2012-10-02,world masters powerlifting championships
bill helmich,109.54,517.5,120,IPF,2014-09-21,world masters powerlifting championships
bill helmich,84.8,327.5,93,IPF,2022-10-08,world masters classic & equipped powerlifting championships
bill sindelar,114.84,715.0,120,IPF,2012-10-02,world masters powerlifting championships
björn ahlberg,122.68,650.0,120+,IPF,2017-10-01,world masters powerlifting championships
björn iversen,103.8,643.0,105,EPF,2018-07-03,european masters championships
björn iversen,111.95,640.0,120,EPF,2022-07-06,european masters equipped powerlifting championships
björn margeirsson,80.05,585.0,83,EPF,2023-09-08,western european powerlifting championships
bjørn astad,73.83,597.5,74,EPF,2017-07-11,european masters championships
blaine sumner,175.7,1275.5,120+,IPF,2019-11-18,world powerlifting championships
blake lehew,73.4,815.0,74,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
bo andré bergan,113.95,905.0,120,EPF,2011-06-11,european junior & sub-junior powerlifting championships
bob yamasaki,73.46,610.5,74,IPF,2013-09-24,world masters powerlifting championships
bogd-ochir sugar,64.15,325.0,66,IPF,2023-10-08,world masters classic & equipped powerlifting championships
bogd-ochir sugir,65.64,390.0,66,IPF,2018-10-02,world masters powerlifting championships
bogdan onolov,65.12,597.5,66,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
bogdan onolov,74.4,600.0,83,EPF,2015-10-10,danube cup
bogdan pop,72.78,575.0,74,EPF,2022-05-03,european powerlifting championships
bogdan stan,57.27,342.5,59,EPF,2019-05-04,european equipped powerlifting championships
bogdan vaipan,104.2,892.5,105,EPF,2015-10-10,danube cup
bohdan fitel,58.17,445.0,59,EPF,2018-05-06,european men's championships
bohdan kostov,90.2,737.5,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
bohdan semko,119.21,925.0,120,EPF,2019-09-07,danube powerlifting cup
bohumil blažek,92.21,730.0,93,EPF,2016-07-12,european masters powerlifting championships
boldbaatar dansranjav,73.35,535.0,74,IPF,2018-10-02,world masters powerlifting championships
boldbaatar purev,130.0,840.0,120+,IPF,2018-10-02,world masters powerlifting championships
bolla mahima-singh,81.28,410.0,83,EPF,2024-05-01,european equipped masters powerlifting championships
boris bukatka,58.1,540.0,59,IPF,2021-08-23,world juniors sub-juniors & masters championships
boris bukatka,65.25,652.5,66,IPF,2022-08-27,world junior equipped powerlifting championships
borislav borisov,80.6,797.5,83,EPF,2014-05-07,european open powerlifting championships
borislav borisov,89.14,780.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
boucif mokadem,91.91,665.0,93,EPF,2012-07-17,european masters powerlifting championships
brad davis,83.0,337.5,83,IPF,2024-11-11,world open equipped powerlifting championships
brad gillingham,148.85,1027.5,120+,IPF,2011-11-08,world powerlifting championships
brad kennedy,102.56,825.0,105,IPF,2014-09-21,world masters powerlifting championships
brad salter,112.45,447.5,120,IPF,2024-10-05,world classic & equipped masters powerlifting championships
brady becker,65.11,592.5,66,IPF,2019-08-26,world juniors & sub-juniors championships
bram hazeu,111.69,665.0,120,EPF,2011-07-05,european masters powerlifting championships
brandon lee #10,118.0,720.0,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
brandon ward #2,92.63,710.0,93,IPF,2011-11-08,world powerlifting championships
branko ostojič,73.9,545.0,74,EPF,2011-03-19,danube cup
brennan macdonald,82.67,707.5,83,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
brent mccormack,82.7,717.5,83,IPF,2011-11-08,world powerlifting championships
brent steinbach,91.14,670.0,93,IPF,2012-10-02,world masters powerlifting championships
brett gibbs,72.89,590.0,74,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
brett gibbs,82.5,873.0,83,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
brett zoerb,89.2,537.5,93,IPF,2019-10-07,world masters powerlifting championships
brian callahan,104.4,727.5,105,IPF,2019-10-07,world masters powerlifting championships
brian callahan,110.39,780.0,120,IPF,2014-09-21,world masters powerlifting championships
brian koorn,131.1,817.5,120+,EPF,2011-09-16,western european powerlifting championships
brian lee,118.81,750.0,120,EPF,2011-07-05,european masters powerlifting championships
brice bourdeau,73.0,690.0,74,EPF,2013-09-13,western european powerlifting championships
bronislav tvrdoň,57.92,475.0,59,EPF,2011-07-05,european masters powerlifting championships
bruce barry,103.65,655.0,105,IPF,2016-10-03,world masters championships
bruce park,63.98,431.0,66,IPF,2013-09-24,world masters powerlifting championships
bruno bastien,73.05,445.0,74,EPF,2018-07-03,european masters championships
bruno delepaut,87.36,577.5,93,EPF,2016-07-12,european masters powerlifting championships
bruno hemonic,80.58,592.5,83,IPF,2012-10-02,world masters powerlifting championships
bruno murra,92.68,830.0,93,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
bryan tapia,57.85,457.5,59,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
bryce krawczyk,104.75,985.5,105,IPF,2017-11-13,world powerlifting championships
bryce krawczyk,115.88,1030.0,120,IPF,2019-11-18,world powerlifting championships
bulat samkaev,52.68,475.0,53,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
bulat samkaev,58.4,572.5,59,IPF,2013-08-27,world juniors & sub-juniors championships
byambasuren lkhagvakhuu,65.42,575.0,66,IPF,2017-11-13,world powerlifting championships
bystrik vidasic,81.2,562.5,83,IPF,2024-10-05,world classic & equipped masters powerlifting championships
cael mcdaniel,114.1,815.0,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
caleb lamberth,92.44,830.0,93,IPF,2019-08-26,world juniors & sub-juniors championships
caleb pennington,111.2,730.0,120,IPF,2022-08-27,world junior equipped powerlifting championships
can seremet,142.65,672.5,120+,IPF,2022-08-27,world junior equipped powerlifting championships
carl henrik ted erik hogstrom,104.43,652.5,105,EPF,2022-05-03,european powerlifting championships
carl petter sommerseth,119.25,992.5,120,IPF,2021-11-08,world powerlifting championships
carl yngvar christensen,162.54,1140.0,105+,IPF,2013-07-30,world games
carl yngvar christensen,168.02,1230.0,120+,IPF,2014-11-03,world powerlifting championships
carlo decarli,81.26,482.5,83,EPF,2018-07-03,european masters championships
carlo decarli,85.5,540.0,93,EPF,2013-07-09,european masters powerlifting championships
carlo melendez,73.8,655.0,74,IPF,2013-11-04,world powerlifting championships
carlos burgos,71.4,605.0,74,IPF,2023-10-08,world masters classic & equipped powerlifting championships
carlos garcía,58.41,667.5,59,IPF,2012-11-10,world powerlifting championships
carlos garcía,59.38,665.0,66,IPF,2016-11-14,world open championships
carlos garsia,58.05,655.0,66,IPF,2013-07-30,world games
carlos guapulema,119.32,670.0,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
carlos lewis,73.12,630.0,74,IPF,2011-09-26,world masters powerlifting championships
carlos manuel campos murillo,103.64,807.5,105,IPF,2014-11-03,world powerlifting championships
carlos manuel campos murillo,143.15,1050.0,105+,IPF,2022-07-08,world games
carlos manuel campos murillo,118.61,912.5,120,IPF,2017-11-13,world powerlifting championships
carlos manuel campos murillo,151.3,1067.5,120+,IPF,2023-11-13,world open equipped powerlifting championships
carlos rivera,118.75,965.0,120,IPF,2016-11-14,world open championships
carlos sanchez,130.7,812.5,120+,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
carsten stornfels,115.94,752.5,120,EPF,2012-07-17,european masters powerlifting championships
carter wheat,174.05,1075.0,120+,IPF,2024-11-11,world open equipped powerlifting championships
casper futtrup,104.4,852.5,105,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
casper futtrup,119.47,952.5,120,EPF,2023-05-02,european equipped powerlifting championships
